name,domain,search_url,optout_url,country,method,requirements,notes,search_pattern,result_selector,detail_selector
Datafy LLC,datafy.com,https://www.datafy.com/search?q={query},https://www.datafy.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Dataline,wodwo.co,https://www.wodwo.co/search?q={query},https://www.datalinedata.com/privacyportal/,US,form,"name, email",Data broker registered in US state registries,,,
Datamentors LLC,v12data.com,https://www.v12data.com/search?q={query},https://www.v12data.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Datamentors LLC,porchgroupmedia.com,https://www.porchgroupmedia.com/search?q={query},https://www.porchgroupmedia.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Datamyx LLC,deluxe.com,https://www.deluxe.com/search?q={query},https://www.deluxe.com/policy/privacy/,US,form,"name, email",Data broker registered in US state registries,,,
Dataskip,dataskip.io,https://www.dataskip.io/search?q={query},https://dataskip.io/optout,US,form,"name, email",Data broker registered in US state registries,,,
DATASYS GROUP Inc,datasys.com,https://www.datasys.com/search?q={query},https://www.datasys.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
DATE DETECTIVE Inc,date-detective.app,https://www.date-detective.app/search?q={query},https://www.date-detective.app/agreements/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
DATONICS LLC,datonics.com,https://www.datonics.com/search?q={query},https://www.datonics.com/privacy/technology-privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
David Rickenbacher,datamasters.org,https://www.datamasters.org/search?q={query},https://www.datamasters.org/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
DEALERDIRECT LLC,forddirect.com,https://www.forddirect.com/search?q={query},https://www.forddirect.com/privacy,US,form,"name, email",Data broker registered in US state registries,,,
"Dealersocket, LLC",dealersocket.com,https://www.dealersocket.com/search?q={query},https://dealersocket.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
DECIDE TECHNOLOGIES Inc,decide.co,https://www.decide.co/search?q={query},https://www.decide.co/privacy,US,form,"name, email",Data broker registered in US state registries,,,
Decisionlinks,decisionlinks.com,https://www.decisionlinks.com/search?q={query},https://www.decisionlinks.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
"Deep Root Analytics, LLC",deeprootanalytics.com,https://www.deeprootanalytics.com/search?q={query},https://www.deeprootanalytics.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Deeptrace Inc.,coresignal.com,https://www.coresignal.com/search?q={query},https://coresignal.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Definitive Healthcare,monocl.com,https://www.monocl.com/search?q={query},https://www.monocl.com/privacy/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Delivr.Ai Inc,delivr.ai,https://www.delivr.ai/search?q={query},https://delivr.ai/optout,US,form,"name, email",Data broker registered in US state registries,,,
Deloitte Consulting LLP,deloitte.com,https://www.deloitte.com/search?q={query},https://www2.deloitte.com/us/en/legal/privacy.html,US,form,"name, email",Data broker registered in US state registries,,,
"Demand Science Group, LLC",demandscience.com,https://www.demandscience.com/search?q={query},https://demandscience.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Demandbase,demandbase.com,https://www.demandbase.com/search?q={query},https://www.demandbase.com/privacy-center.html?ketch_preferences_tab=rightsTab,US,form,"name, email",Data broker registered in US state registries,,,
DEMYST DATA LTD,demystdata.com,https://www.demystdata.com/search?q={query},https://www.demystdata.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Diablo Media,diablomedia.com,https://www.diablomedia.com/search?q={query},https://www.diablomedia.com/privacy/,US,form,"name, email",Data broker registered in US state registries,,,
DICE CAREER SOLUTIONS Inc,dice.com,https://www.dice.com/search?q={query},https://www.dice.com/about/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
DIGITAL MEDIA SOLUTIONS,thedmsgrp.com,https://www.thedmsgrp.com/search?q={query},https://www.thedmsgrp.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
"Digital Safety Products, LLC",spyfly.com,https://www.spyfly.com/search?q={query},https://www.spyfly.com/help-center/privacy,US,form,"name, email",Data broker registered in US state registries,,,
DIGITAL SEGMENT LLC,digitalsegment.com,https://www.digitalsegment.com/search?q={query},https://www.digitalsegment.com/about/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Digital Viking Media,digitalvikingmedia.com,https://www.digitalvikingmedia.com/search?q={query},https://www.digitalvikingmedia.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Diligent Corporation,diligent.com,https://www.diligent.com/search?q={query},https://www.diligent.com/legal/privacy,US,form,"name, email",Data broker registered in US state registries,,,
DIRECT MARKETING SOLUTIONS Inc,teamdms.com,https://www.teamdms.com/search?q={query},https://www.teamdms.com/opt-out,US,form,"name, email",Data broker registered in US state registries,,,
Disco Technology Inc.,disconetwork.com,https://www.disconetwork.com/search?q={query},https://www.disconetwork.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
"Disqus, Inc.",zetaglobal.com,https://www.zetaglobal.com/search?q={query},https://zetaglobal.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Distribution Processing Center LLC,dpcoptout.com,https://www.dpcoptout.com/search?q={query},https://dpcoptout.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Dmdatabases,dmdatabases.com,https://www.dmdatabases.com/search?q={query},https://dmdatabases.com/about-us/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Dresden Direct Inc.,dresdendirect.com,https://www.dresdendirect.com/search?q={query},https://dresdendirect.com/optout,US,form,"name, email",Data broker registered in US state registries,,,
Driveniq Corp,driveniq.com,https://www.driveniq.com/search?q={query},https://www.driveniq.com/,US,form,"name, email",Data broker registered in US state registries,,,
"Dspolitical, LLC",dspolitical.com,https://www.dspolitical.com/search?q={query},https://www.winwithoptimal.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Dstillery Inc.,dstillery.com,https://www.dstillery.com/search?q={query},https://www.dstillery.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
"DT Client Services, LLC",thedatatrust.com,https://www.thedatatrust.com/search?q={query},https://www.thedatatrust.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
DTN LLC,dtn.com,https://www.dtn.com/search?q={query},https://www.dtn.com/privacy-and-cookies/,US,form,"name, email",Data broker registered in US state registries,,,
DUN & BRADSTREET Inc,netwisedata.com,https://www.netwisedata.com/search?q={query},https://www.submit-irm.trustarc.eu/services/validation/ba81b98f-997d-4216-b4cc-d64cf261b082,US,form,"name, email",Data broker registered in US state registries,,,
"Dynata, LLC",dynata.com,https://www.dynata.com/search?q={query},https://www.dynata.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
E.Republic LLC,erepublic.com,https://www.erepublic.com/search?q={query},https://www.erepublic.com/privacy/,US,government,"name, email",Data broker registered in US state registries,,,
"Early Warning Services, LLC",earlywarning.com,https://www.earlywarning.com/search?q={query},https://earlywarning.com/optout,US,form,"name, email",Data broker registered in US state registries,,,
"Ebureau, LLC",transunion.com,https://www.transunion.com/search?q={query},https://www.neustar.com/,US,form,"name, email",Data broker registered in US state registries,,,
ECONOMIC MODELING LLC,lightcast.io,https://www.lightcast.io/search?q={query},https://www.lightcast.io/privacy-policy#privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
"Edvisors Fas, Inc.",edvisors.com,https://www.edvisors.com/search?q={query},https://www.edvisors.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Effyis Inc.,socialgist.com,https://www.socialgist.com/search?q={query},https://www.socialgist.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
"Ekata, Inc.",ekata.com,https://www.ekata.com/search?q={query},https://www.ekata.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
El TORO.COM LLC,eltoro.com,https://www.eltoro.com/search?q={query},https://www.eltoro.com/your-privacy-choices/,US,form,"name, email",Data broker registered in US state registries,,,
ELECTRONIC VOICE SERVICES Inc,telephonelists.biz,https://www.telephonelists.biz/search?q={query},https://www.telephonelists.biz/privacy-policy-of-telephonelists-biz,US,form,"name, email",Data broker registered in US state registries,,,
"Email Marketing Services, Inc",listmatch.com,https://www.listmatch.com/search?q={query},https://listmatch.com/privacy/privacy.php,US,form,"name, email",Data broker registered in US state registries,,,
Emailmovers Ltd,emailmovers.com,https://www.emailmovers.com/search?q={query},https://emailmovers.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Emerges.Com,emerges.com,https://www.emerges.com/search?q={query},https://www.emerges.com/Privacy-Policy_ep_42-1.html,US,form,"name, email",Data broker registered in US state registries,,,
"Endgame Labs, Inc",endgame.io,https://www.endgame.io/search?q={query},https://www.endgame.io/privacy,US,form,"name, email",Data broker registered in US state registries,,,
Enformion,enformion.com,https://www.enformion.com/search?q={query},https://www.enformion.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
ENIGMA TECHNOLOGIES Inc,enigma.com,https://www.enigma.com/search?q={query},https://www.enigma.com/company/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Eprodirect,eprodirect.com,https://www.eprodirect.com/search?q={query},https://www.eprodirect.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Epsilon Data Management LLC,epsilon.com,https://www.epsilon.com/search?q={query},https://www.legal.epsilon.com/dsr/,US,form,"name, email",Data broker registered in US state registries,,,
Equation Consulting LLC,nthrive.com,https://www.nthrive.com/search?q={query},https://www.finthrive.com/privacy-policy-overview?hsLang=en,US,form,"name, email",Data broker registered in US state registries,,,
Equimine,propstream.com,https://www.propstream.com/search?q={query},https://www.propstream.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
"Esite Analytics, Inc.",intalytics.com,https://www.intalytics.com/search?q={query},https://www.kalibrate.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Evorra Ltd,evorra.com,https://www.evorra.com/search?q={query},https://www.evorra.com/privacy-data-policies/product-privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Exact Customer,solarpower-experts.com,https://www.solarpower-experts.com/search?q={query},https://www.remodelyourhome.com/policy.html,US,form,"name, email",Data broker registered in US state registries,,,
EXELATE Inc,nielsen.com,https://www.nielsen.com/search?q={query},https://www.nielsen.com/legal/privacy-principles/website-privacy-statement/,US,form,"name, email",Data broker registered in US state registries,,,
Exlservice.Com,exlservice.com,https://www.exlservice.com/search?q={query},https://www.exlservice.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
EXPLORIUM Inc,explorium.ai,https://www.explorium.ai/search?q={query},https://www.explorium.ai/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
"Exponential Interactive, Inc.",vdx.tv,https://www.vdx.tv/search?q={query},https://www.vdx.tv/policies/privacy,US,form,"name, email",Data broker registered in US state registries,,,
Eyeota Pte Ltd,eyeota.com,https://www.eyeota.com/search?q={query},https://www.eyeota.com/privacy-center,US,form,"name, email",Data broker registered in US state registries,,,
Factori Technologies LLC,factori.ai,https://www.factori.ai/search?q={query},https://www.factori.ai/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
FAMILY TREE NOW LLC,zendesk.com,https://www.zendesk.com/search?q={query},https://www.zendesk.com/company/agreements-and-terms/privacy-notice/,US,form,"name, email",Data broker registered in US state registries,,,
Famous Birthdays LLC,famousbirthdays.com,https://www.famousbirthdays.com/search?q={query},https://www.famousbirthdays.com/privacy/,US,form,"name, email",Data broker registered in US state registries,,,
FARADAY Inc,faraday.io,https://www.faraday.io/search?q={query},https://www.faraday.io/legal,US,form,"name, email",Data broker registered in US state registries,,,
FIDEO INTELLIGENCE Inc,fideo.ai,https://www.fideo.ai/search?q={query},https://www.fideo.ai/privacy/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Fifty Technology Limited,fifty.io,https://www.fifty.io/search?q={query},https://www.fifty.io/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Findem Inc,findem.ai,https://www.findem.ai/search?q={query},https://www.findem.ai/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
First American Data Tree LLC,datatree.com,https://www.datatree.com/search?q={query},https://www.firstam.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
FIRST DIRECT Inc,firstdirectmarketing.com,https://www.firstdirectmarketing.com/search?q={query},https://firstdirectmarketing.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
FIRST MOVERS ADVANTAGE LLC,fmadata.com,https://www.fmadata.com/search?q={query},https://www.fmadata.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
First Orion,firstorion.com,https://www.firstorion.com/search?q={query},https://www.iubenda.com/privacy-policy/60166633/legal?an=no&s_ck=false&newmarkup=yes#notice_at_collection,US,form,"name, email",Data broker registered in US state registries,,,
Flashintel,myflashcloud.com,https://www.myflashcloud.com/search?q={query},https://www.flashintel.ai/privacy-statement-us,US,form,"name, email",Data broker registered in US state registries,,,
Focus USA,focus-usa.com,https://www.focus-usa.com/search?q={query},https://www.focus-usa.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
FOO MONK LLC,instantly.ai,https://www.instantly.ai/search?q={query},https://instantly.ai/privacy,US,form,"name, email",Data broker registered in US state registries,,,
FORAGER.AI LLC,forager.ai,https://www.forager.ai/search?q={query},https://www.forager.ai/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
FOREWARN LLC,forewarn.com,https://www.forewarn.com/search?q={query},https://www.forewarn.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
FOURLEAF LLC,fourleafdata.com,https://www.fourleafdata.com/search?q={query},https://www.fourleafdata.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Foursquare Labs Inc,location.foursquare.com,https://www.location.foursquare.com/search?q={query},https://www.location.foursquare.com/legal/privacy-center/#media_and_text-v1-a322121e-92c0-497b-85ae-e6c4672842ed,US,form,"name, email",Data broker registered in US state registries,,,
"Fourthwall Media, Inc.",fourthwall.tv,https://www.fourthwall.tv/search?q={query},https://www.fourthwall.tv/privacy-fourthwall,US,form,"name, email",Data broker registered in US state registries,,,
FRAISER LLC,fraiser.org,https://www.fraiser.org/search?q={query},https://www.fraiser.org/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
FREE DATA SERVICES LLC,truepeoplesearch.com,https://www.truepeoplesearch.com/search?q={query},https://www.truepeoplesearch.com/privacy,US,form,"name, email",Data broker registered in US state registries,,,
Free Stream Media Corp.,samba.tv,https://www.samba.tv/search?q={query},https://www.samba.tv/users/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
FREEMIUM DATA SERVICE LLC,reachdata.com,https://www.reachdata.com/search?q={query},https://reachdata.com/optout,US,form,"name, email",Data broker registered in US state registries,,,
"Freepeoplesearch.Com, LLC",freepeoplesearch.com,https://www.freepeoplesearch.com/search?q={query},https://www.freepeoplesearch.com/privacy-policy/,US,form,"name, location",Data broker registered in US state registries,,,
Freewheel Media Inc,freewheel.com,https://www.freewheel.com/search?q={query},https://www.freewheel.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
FullContact,fullcontact.com,https://www.fullcontact.com/search?q={query},https://www.fullcontact.com/privacy/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Fushia Media LLC,fushiamedia.com,https://www.fushiamedia.com/search?q={query},https://www.fushiamedia.com/privacy,US,form,"name, email",Data broker registered in US state registries,,,
"G2 Bankruptcy Risk Solutions, Inc.",g2risksolutions.com,https://www.g2risksolutions.com/search?q={query},https://g2risksolutions.com/privacy-notice/,US,form,"name, email",Data broker registered in US state registries,,,
GA-UC HOLDINGS Inc,unacast.com,https://www.unacast.com/search?q={query},https://www.unacast.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
GETEMAILS LLC,retention.com,https://www.retention.com/search?q={query},https://www.retention.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Giant Partners,giantpartners.com,https://www.giantpartners.com/search?q={query},https://giantpartners.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
"Glad I Know, Inc.",gladiknow.com,https://www.gladiknow.com/search?q={query},https://gladiknow.com/optout,US,form,"name, email",Data broker registered in US state registries,,,
"Good Boy Studios, Inc",parade.pet,https://www.parade.pet/search?q={query},https://www.parade.pet/privacy-policy.html,US,form,"name, email",Data broker registered in US state registries,,,
Grassroots Analytics,grassrootsanalytics.com,https://www.grassrootsanalytics.com/search?q={query},https://www.grassrootsanalytics.com/website-privacypolicy,US,form,"name, email",Data broker registered in US state registries,,,
Grata Inc,grata.com,https://www.grata.com/search?q={query},https://www.grata.com/legal/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
"Gravy Analytics, Inc.",gravyanalytics.com,https://www.gravyanalytics.com/search?q={query},https://www.unacast.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Grayhair Software LLC,grayhairsoftware.com,https://www.grayhairsoftware.com/search?q={query},https://www.grayhairsoftware.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
GREAT LAKES LIST Inc,greatlakeslists.com,https://www.greatlakeslists.com/search?q={query},https://www.greatlakeslists.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
"Greenhouse Software, Inc.",greenhouse.com,https://www.greenhouse.com/search?q={query},https://www.greenhouse.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
GRIN TECHNOLOGIES Inc,grin.co,https://www.grin.co/search?q={query},https://www.grin.co/privacy/,US,form,"name, email",Data broker registered in US state registries,,,
Growbots Inc,growbots.com,https://www.growbots.com/search?q={query},https://www.growbots.com/privacy/,US,form,"name, email",Data broker registered in US state registries,,,
H1 Insights Inc.,h1insights.com,https://www.h1insights.com/search?q={query},https://h1.co/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
"Harmon Research Group, LLC",harmonresearch.com,https://www.harmonresearch.com/search?q={query},https://www.harmonresearch.com/privacy-policy,US,form,"name, location",Data broker registered in US state registries,,,
HD INFORMATION LLC,totalverify.equifax.com,https://www.totalverify.equifax.com/search?q={query},https://www.equifax.com/privacy,US,form,"name, email",Data broker registered in US state registries,,,
Health Is Wealth Marketing LLC,pickmedicare.com,https://www.pickmedicare.com/search?q={query},https://healthiswealthmedicare.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
"Healthcare, Inc",healthcare.com,https://www.healthcare.com/search?q={query},https://www.healthcare.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
"Healthlink Dimensions, LLC",healthlinkdimensions.com,https://www.healthlinkdimensions.com/search?q={query},https://www.healthlinkdimensions.com/privacy-policy?hsLang=en,US,form,"name, email",Data broker registered in US state registries,,,
Healthwise Data,healthwisedata.com,https://www.healthwisedata.com/search?q={query},https://www.healthwisedata.com/privacy,US,form,"name, email",Data broker registered in US state registries,,,
Helix Campaigns LLC,helixcampaigns.com,https://www.helixcampaigns.com/search?q={query},https://helixcampaigns.com/privacy/,US,form,"name, email",Data broker registered in US state registries,,,
HERE North America LLC,here.com,https://www.here.com/search?q={query},https://legal.here.com/en-gb/privacy,US,form,"name, email",Data broker registered in US state registries,,,
Hexasoft Development Sdn. Bhd.,ip2location.com,https://www.ip2location.com/search?q={query},https://www.ip2location.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
HIRETEAMMATE Inc,hiretual.com,https://www.hiretual.com/search?q={query},https://www.app.hireez.com/ownyourdata,US,form,"name, email",Data broker registered in US state registries,,,
Hivestack Inc.,hivestack.com,https://www.hivestack.com/search?q={query},https://www.hivestack.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Homeowners Marketing Services Inc,homeownersmarketingservices.com,https://www.homeownersmarketingservices.com/search?q={query},https://homeownersmarketingservices.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
"Hubspot, Inc.",hubspot.com,https://www.hubspot.com/search?q={query},https://legal.hubspot.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Hunt Club Inc,exploreatlas.io,https://www.exploreatlas.io/search?q={query},https://www.exploreatlas.io/privacy,US,form,"name, email",Data broker registered in US state registries,,,
Hunter Web Services Inc,hunter.io,https://www.hunter.io/search?q={query},https://www.hunter.io/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Hybrid Theory,hybridtheory.com,https://www.hybridtheory.com/search?q={query},https://hybridtheory.com/optout,US,form,"name, email",Data broker registered in US state registries,,,
I360 LLC,i-360.com,https://www.i-360.com/search?q={query},https://www.i-360.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
ID5 Technology,id5.io,https://www.id5.io/search?q={query},https://www.id5.io/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
"Idm, Inc.",idm.us.com,https://www.idm.us.com/search?q={query},https://www.idm.us.com/do-not-sell-my-personal-information/,US,form,"name, email",Data broker registered in US state registries,,,
IHS Markit,ipreo.com,https://www.ipreo.com/search?q={query},https://ipreo.com/optout,US,form,"name, email",Data broker registered in US state registries,,,
"Ileads.Com, LLC",ileads.com,https://www.ileads.com/search?q={query},https://ileads.com/company/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Illumin Inc.,illumin.com,https://www.illumin.com/search?q={query},https://illumin.com/optout,US,form,"name, email",Data broker registered in US state registries,,,
Imprint Analytics LLC,imprintanalytics.io,https://www.imprintanalytics.io/search?q={query},https://imprintanalytics.io/privacy/,US,form,"name, email",Data broker registered in US state registries,,,
"Inbound Insight, LLC",inboundinsight.com,https://www.inboundinsight.com/search?q={query},https://www.inboundinsight.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Indiemark LLC,emailindustries.com,https://www.emailindustries.com/search?q={query},https://www.blackbox.email/privacy-policy?hsLang=en,US,form,"name, email",Data broker registered in US state registries,,,
Infinite Knot Inc.,contacts411.com,https://www.contacts411.com/search?q={query},https://www.contacts411.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Infinite Media Concepts Inc,mlxp.com,https://www.mlxp.com/search?q={query},https://www.mailinglists.com/about/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Infofree.com,infofree.com,https://www.infofree.com/search?q={query},https://www.infofree.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Infomatics LLC,privatereports.com,https://www.privatereports.com/search?q={query},https://www.privatereports.com/optOut/name/landing,US,form,"name, email",Data broker registered in US state registries,,,
INFOPAY Inc,infopay.com,https://www.infopay.com/search?q={query},https://www.infopay.com/privacy,US,form,"name, email",Data broker registered in US state registries,,,
Informa Business Media Inc,techtarget.com,https://www.techtarget.com/search?q={query},https://www.techtarget.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
"Information Data Resources, LLC",publicinfoservices.com,https://www.publicinfoservices.com/search?q={query},https://www.publicinfoservices.com/help-center/privacy,US,form,"name, email",Data broker registered in US state registries,,,
"Information.Com, LLC",information.com,https://www.information.com/search?q={query},https://www.information.com/remove-my-info/,US,form,"name, email",Data broker registered in US state registries,,,
Infutor Data Solutions,ruf.com,https://www.ruf.com/search?q={query},https://www.ruf.com/privacy-center/,US,form,"name, email",Data broker registered in US state registries,,,
"Inmar-Oiq, LLC",owneriq.com,https://www.owneriq.com/search?q={query},https://www.owneriq.com/privacy-notice.html,US,form,"name, email",Data broker registered in US state registries,,,
Inmarket Media LLC,inmarket.com,https://www.inmarket.com/search?q={query},https://www.inmarket.com/privacy/,US,form,"name, email",Data broker registered in US state registries,,,
Inmobi,trufactor.io,https://www.trufactor.io/search?q={query},https://trufactor.io/optout,US,form,"name, email",Data broker registered in US state registries,,,
"Innovative Database Solutions, Inc.",idatabasesolutions.com,https://www.idatabasesolutions.com/search?q={query},https://www.idatabasesolutions.com/privacy/,US,form,"name, email",Data broker registered in US state registries,,,
"Innovis Data Solutions, Inc.",innovis.com,https://www.innovis.com/search?q={query},https://www.innovis.com/home/privacy,US,form,"name, email",Data broker registered in US state registries,,,
Insightbridge LLC,mylife.com,https://www.mylife.com/search?q={query},https://www.mylife.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Instant Checkmate LLC,instantcheckmate.com,https://www.instantcheckmate.com/search?q={query},https://www.instantcheckmate.com/privacy-policy/,US,form,"name, address, phone",Data broker registered in US state registries,,,
"Integrated Medical Data, LLC.",integratedmedicaldata.com,https://www.integratedmedicaldata.com/search?q={query},https://integratedmedicaldata.com/optout,US,form,"name, email",Data broker registered in US state registries,,,
INTELIUS LLC,intelius.com,https://www.intelius.com/people-search/{query},https://www.intelius.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
INTENT IQ LLC,intentiq.com,https://www.intentiq.com/search?q={query},https://www.intentiq.com/website-privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Intentgine Inc.,intentgine.com,https://www.intentgine.com/search?q={query},https://www.intentgine.com/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
Intentmacro Inc.,intentmacro.com,https://www.intentmacro.com/search?q={query},https://www.intentmacro.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
INTENTSIFY LLC,intentsify.io,https://www.intentsify.io/search?q={query},https://intentsify.io/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
INTERACTIVE DATA LLC,ididata.com,https://www.ididata.com/search?q={query},https://www.ididata.com/idis-privacy-statement/,US,form,"name, email",Data broker registered in US state registries,,,
Ipsos,ipsos.com,https://www.ipsos.com/search?q={query},https://ipsos.com/optout,US,form,"name, email",Data broker registered in US state registries,,,
IQVIA Digital Inc.,iqviadigital.com,https://www.iqviadigital.com/search?q={query},https://www.iqvia.com/about-us/privacy/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Irys,irys.us,https://www.irys.us/search?q={query},https://www.irys.us/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Ispot.Tv,ispot.tv,https://www.ispot.tv/search?q={query},https://www.ispot.tv/privacy,US,form,"name, email",Data broker registered in US state registries,,,
Iwave,kindsight.io,https://www.kindsight.io/search?q={query},https://kindsight.io/privacy-policy/,US,form,"name, email",Data broker registered in US state registries,,,
J2 GLOBAL CANADA Inc,ziffdavis.com,https://www.ziffdavis.com/search?q={query},https://www.ziffdavis.com/privacy,US,form,"name, email",Data broker registered in US state registries,,,
J.D. Power,jdpower.com,https://www.jdpower.com/search?q={query},https://www.jdpower.com/privacy,US,form,"name, email",Data broker registered in US state registries,,,
JDM LIST SERVICES LLC,jdmlistservices.com,https://www.jdmlistservices.com/search?q={query},https://www.jdmlistservices.com/privacy-policy,US,form,"name, email",Data broker registered in US state registries,,,
Jigyasa Analytics LLC,jigyasaanalytics.com,https://www.jigyasaanalytics.com/search?q={query},https://jigyasaanalytics.com/optout,US,form,"name, email",Data broker registered in US state registries,,,
JMR MEDIA CONSULTING Inc,jmr-media.com,https://www.jmr-media.com/search?q={query},https://www.jmr-media.com/privacy,US,form,"name, email",Data broker registered in US state registries,,,
"Jun Group Productions, LLC",jungroup.com,https://www.jungroup.com/search?q={query},https://www.jungroup.com/optout,US,form,"name, email",Data broker registered in US state registries,,,
Kargo Global LLC,kargo.com,https://www.kargo.com/search?q={query},https://www.kargo.com/privacy,US,form,"name, email",Data broker registered in US state registries,,,
KB Synergy Inc,kbsynergy.com,https://www.kbsynergy.com/search?q={query},https://www.kbsynergy.com/privacy-policy-ccpa-do-not-sell-my-information/,US,form,"name, email",Data broker registered in US state registries,,,
KEY MARKETING ADVANTAGE LLC,keymarketingadvantage.com,https://www.keymarketingadvantage.com/search?q={query},https://www.keymarketingadvantage.com/privacy_policy,US,form,"name, email",Data broker registered in US state registries,,,
